og	oo	cg	co
Cambridge_Union_Society_C	Symbiosis_Law_School,_Pune_A	Monash_University_C	Cornell_University_A
Ateneo_de_Manila_University_B	Queen&#x27;s_Debating_Union_A	Cambridge_Union_Society_A	University_of_the_Philippines_Diliman_A
Princeton_University_B	Trinity_College_Dublin_University_Philosophical_Society_A	Stanford_University_A	London_School_of_Economics_B
Monash_University_D	University_College_London_C	University_of_Queensland_B	ASDV_Bonaparte_A
Debattierklub_Wien_A	Universiti_Teknologi_MARA_A	Debattierklub_Wien_B	Bangladesh_University_of_Engineering_and_Technology_C
London_School_of_Economics_A	University_of_Sydney_A	Harvard_College_A	Tel_Aviv_University_A
McGill_Debating_Union_D	Hart_House_C	Carleton_University_A	University_of_St_Andrews_A
Technion_A	IT_Bandung_A	Yale_University_D	Harvard_College_B
National_Taiwan_University_A	Swarthmore_College_A	De_La_Salle_University_A	Reichman_University_A
University_of_Alberta_A	Kingu2019s_College_London_A	University_of_New_South_Wales_C	Hart_House_A
Debate_ITAM_A	University_of_Queensland_A	Yale_-_NUS_A	Harvard_College_E
University_of_California_Berkeley_B	University_of_Tokyo_C	Kansas_State_University_A	Middlebury_Debate_society_C
Princeton_University_C	Ateneo_de_Manila_University_A	University_of_Sydney_D	University_of_Sofia_A
International_Islamic_University_Malaysia_A	University_of_Hong_Kong_D	Atma_Jaya_Catholic_University_of_Indonesia_A	Gadjah_Mada_University_A
University_of_Pennsylvania_A	Kwame_Nkrumah_University_of_Science_and_Technology_B	Harvard_College_D	Chulalongkorn_University_A
Independent_A	Copenhagen_Debating_Society_A	Australian_National_University_B	Glasgow_University_Union_A
University_of_Chicago_D	University_of_Sydney_F	Williams_College_A	Yale_University_C
University_College_Dublin_Literary_and_Historical_Society_A	University_of_Tokyo_A	Glasgow_University_Union_B	University_of_Athens_A
Universidad_de_Chile_A	Wheaton_College_A	University_of_Hong_Kong_B	Carleton_University_C
Bangladesh_University_of_Engineering_and_Technology_D	University_of_Vermont_C	University_of_Aberdeen_A	University_of_Tokyo_D
University_of_Sydney_B	University_of_National_and_World_Economy_A	Hobart_&amp;_William_Smith_A	The_Oxford_Union_A
Reichman_University_B	Leiden_Debating_Union_A	London_School_of_Economics_C	Brown_University_B
