og	oo	cg	co
University_of_Zagreb_C	London_School_of_Economics_A	Kingu2019s_College_London_A	Hobart_&amp;_William_Smith_A
University_College_London_D	Edinburgh_University_Debates_Union_B	Imperial_College_London_A	Vanderbilt_University_C
Harvard_College_B	Monash_University_C	University_of_Chicago_E	University_of_Queensland_A
Trinity_College_Dublin_University_Philosophical_Society_C	Chulalongkorn_University_A	Victoria_University_of_Wellington_A	Carleton_University_A
Williams_College_A	Debate_ITAM_A	Australian_National_University_A	De_La_Salle_University_B
Stanford_University_A	University_of_Sydney_B	McGill_Debating_Union_A	Princeton_University_C
Bangladesh_University_of_Engineering_and_Technology_C	University_of_Malaya_A	University_of_Tokyo_B	University_of_Chicago_C
University_of_Chicago_A	University_of_Auckland_A	University_of_Pennsylvania_A	Symbiosis_Law_School,_Pune_A
National_University_of_Singapore_A	Duke_University_B	University_of_Zagreb_E	University_of_Technology_Sydney_A
Vanderbilt_University_B	Independent_A	Monash_University_D	Universidad_de_Chile_A
Debattierklub_Wien_B	Bina_Nusantara_A	University_of_Waterloo_B	Stanford_University_E
Middlebury_Debate_society_C	Universitu00e9_du_Quu00e9bec_u00e0_Montru00e9al_A	Durham_Debate_B	Alneelain_University_A
The_University_of_Melbourne_C	Harvard_College_C	Cambridge_Union_Society_D	Universiti_Teknologi_MARA_A
Nanyang_Technological_University_B	Princeton_University_D	Duke_University_A	University_of_Chicago_D
Kwame_Nkrumah_University_of_Science_and_Technology_A	University_of_Western_Ontario_Debate_Society_B	National_University_of_Singapore_C	University_of_Sydney_F
Colgate_University_A	Tel_Aviv_University_D	Ben-Gurion_University_of_the_Negev_B	Nottingham_Trent_University_B
Wheaton_College_A	Sunway_University_A	Brown_University_B	University_of_Queensland_B
De_La_Salle_University_A	University_of_Otago_A	University_of_St_Andrews_A	University_of_Tokyo_A
Diponegoro_University_A	Reichman_University_B	Universidad_de_Almeru00eda_A	Universitas_Airlangga_A
The_Open_University_of_Israel_A	University_of_Auckland_B	Colgate_University_C	University_of_Auckland_C
McGill_Debating_Union_D	Stanford_University_C	Debattierklub_Wien_A	University_of_New_South_Wales_C
Nottingham_Trent_University_C	Middlebury_Debate_society_A	De_La_Salle_University_C	University_of_Alberta_B
Gadjah_Mada_University_A	Yale_University_C	Queen&#x27;s_Debating_Union_B	Nanyang_Technological_University_C
The_Oxford_Union_C	Hebrew_University_of_Jerusalem,_Israel_A	Harvard_College_E	Princeton_University_B
Harvard_College_D	Cornell_University_B	Monash_University_B	College_Historical_Society,_Trinity_College_Dublin_A
University_of_Sydney_D	Ateneo_de_Manila_University_A	London_School_of_Economics_B	Tel_Aviv_University_A
University_of_Zagreb_B	University_of_Bucharest_A	Cornell_University_A	Glasgow_University_Union_B
IT_Bandung_A	Tel_Aviv_University_B	Glasgow_University_Union_A	McGill_Debating_Union_C
Ben-Gurion_University_of_the_Negev_A	Vanderbilt_University_D	Lewis_&amp;_Clark_College_A	University_College_London_B
Princeton_University_A	Edinburgh_University_Debates_Union_C	Adelaide_University_A	The_University_of_Melbourne_A
The_Oxford_Union_B	Stanford_University_B	University_of_Sofia_B	Yale_-_NUS_A
University_of_New_South_Wales_B	University_of_New_South_Wales_A	Trinity_College_Dublin_University_Philosophical_Society_A	University_of_Sydney_A
Stanford_University_D	University_of_Tokyo_D	ASDV_Bonaparte_A	Singapore_Management_University_B
Sciences_Po_Reims_B	University_of_Chicago_B	Bates_College_A	Hart_House_B
National_University_of_Singapore_B	Brown_University_A	University_of_Western_Ontario_Debate_Society_A	Universidad_del_Rosario_A
Fordham_University_B	Kansas_State_University_A	United_States_Air_Force_Academy_A	Leiden_Debating_Union_A
